,trigram,PMI
72,"('kami̇l', 'okyay', 'sindir')",28.244952412280224
73,"('yerleşti̇rme', 'merkezi̇', 'başkanliği')",28.23957015069777
74,"('türki̇ye', 'atom', 'enerji̇si̇')",28.215625301678934
75,"('işlemlerinin', 'ibra', 'edilmesine')",28.205139575870458
76,"('sera', 'kadigi̇l', 'sütlü')",28.152692700017802
77,"('türki̇ye', 'hudut', 'sahi̇ller')",28.124202273915348
78,"('di̇yanet', 'i̇şleri̇', 'başkanliği')",28.112458232794438
79,"('haşim', 'teoman', 'sancar')",28.041001397240077
80,"('abonelik', 'sözleşmesinden', 'kaynaklanan')",28.02231932462258
81,"('türki̇ye', 'i̇laç', 'tibbi̇')",27.940284000393536
82,"('konya', 'ovasi', 'projesi̇')",27.925052200719215
83,"('nilgün', 'ök', '46')",27.92284499716118
84,"('tibbi̇', 'ci̇haz', 'kurumu')",27.91140152486494
85,"('türki̇ye', 'cumhuri̇yeti̇', 'hükümeti̇')",27.908473582859916
86,"('amme', 'i̇daresi̇', 'ensti̇tüsü')",27.89675576462294
87,"('çi̇ğdem', 'erdoğan', 'atabek')",27.777598749682
88,"('toprak', 'elementleri̇', 'araştirma')",27.754089889388336
89,"('altyapi', 'bakani', 'adi̇l')",27.7468224575302
90,"('mesleki̇', 'yeterli̇li̇k', 'kurumu')",27.733064283606417
91,"('zehra', 'zümrüt', 'selçuk')",27.72833450844212
92,"('fehmi̇', 'alpay', 'özalan')",27.718693682639675
93,"('türki̇ye', 'sağlik', 'ensti̇tüleri̇')",27.709164774636502
94,"('üyelikleri', 'aday', 'listesi')",27.691761242342327
95,"('osman', 'nuri̇', 'gülaçar')",27.640417168815148
96,"('yelda', 'erol', 'gökcan')",27.606041416993282
97,"('kitle', 'i̇mha', 'önlenmesine')",27.59115632817507
98,"('ovasi', 'projesi̇', 'bölge')",27.57773165270391
99,"('geli̇şti̇rme', 'destekleme', 'i̇daresi̇')",27.518924497449216
