,trigram,PMI
49,"('cumhuri̇yeti̇', 'hükümeti̇', 'arasinda')",27.75718851262489
50,"('şükran', 'güldal', 'mumcu')",27.69152130047438
51,"('i̇mar', 'i̇çin', 'hükümete')",27.665804383449135
52,"('süresi', 'i̇çinde', 'cevaplanmayan')",27.661664474000208
53,"('kararnameye', 'ekli', 'cetvellerde')",27.57444434436837
54,"('kami̇l', 'erdal', 'si̇pahi̇')",27.540578008606722
55,"('pullardan', 'beyaz', 'yeşil')",27.529797350704794
56,"('uygunluk', 'bildirimi', 'eki')",27.449191337420796
57,"('önergelerini', 'görüşmüyor', 'gündemin')",27.445573889004283
58,"('bitirmesini', 'hayat', 'işsizliğin')",27.43970614142951
59,"('616', 'seçme', 'yerleştirme')",27.434777790983077
60,"('belirleyen', 'kanunlar', 'hiyerarşisinin')",27.42006255367195
61,"('başkani', 'tevfi̇k', 'zi̇yaeddi̇n')",27.41812459195125
62,"('suri̇ye', 'arap', 'cumhuri̇yeti̇')",27.395729694704787
63,"('hükümleri', 'seçmen', 'kütükleri')",27.377547088552905
64,"('üyeliğinden', 'istifa', 'ettiğine')",27.32847634928176
65,"('veki̇li̇', 'recai̇', 'berber')",27.321919497328214
66,"('i̇nfaz', 'tutukevleri', 'i̇ş')",27.287392486990917
67,"('umum', 'vazifeleri', 'kanunda')",27.28305752225311
68,"('mutabakat', 'zaptinin', 'onaylanmasinin')",27.26971007017323
69,"('kemal', 'antidepresan', 'antipsikotik')",27.255007939359217
70,"('birdal', 'emine', 'ayna')",27.192014603219043
71,"('türki̇ye', 'cumhuri̇yeti̇', 'hükümeti̇')",27.18611153815868
72,"('kaybettiği', 'helikopter', 'kurtarma')",27.1695854222815
73,"('sözcüsü', 'sadik', 'badak')",27.166521772488295
74,"('gaz', 'atabilen', 'silahlar')",27.158456018757235
75,"('helikopter', 'kurtarma', 'yönleriyle')",27.088489820417173
76,"('recai', 'berber', '2985')",27.085445306033066
77,"('konseyi', 'terörizmin', 'önlenmesi')",27.04546139495299
78,"('03', 'teşebbüs', 'mülkiyet')",27.034198957540067
79,"('cetveli̇', 'kodu', '01')",27.00453499725218
80,"('beklentisi', 'bölücü', 'terörü')",27.002374475416424
81,"('tutanak', 'dergi̇si̇', 'ci̇lt')",26.890383986231203
82,"('çekimser', 'boş', 'geçersiz')",26.87683603354766
83,"('kanunlar', 'hiyerarşisinin', 'üstünde')",26.869315768288715
84,"('içine', 'baka', 'baka')",26.826821337974625
85,"('davete', 'icabet', 'etmesine')",26.79468659610178
86,"('sataşmalara', 'i̇li̇şki̇n', 'konuşmalar')",26.733991691437115
87,"('kod', '03', 'teşebbüs')",26.73087184575825
88,"('mecli̇si̇', 'tutanak', 'dergi̇si̇')",26.72775339775436
89,"('492', 'harçlar', 'kanununun')",26.685905151705434
90,"('sözcüsü', 'tuğrul', 'yemi̇şci̇')",26.63952177799522
91,"('zirai', 'zirai', 'karantina')",26.611850604453764
92,"('orhan', 'ziya', 'diren')",26.598548072032276
93,"('kararnamenin', 'eki', 'cetvellerde')",26.575221316406132
94,"('forumunun', 'organizasyonu', 'katma')",26.574802421524613
95,"('taşkömürü', 'kurumu', 'karadon')",26.55330319172185
96,"('mi̇llet', 'mecli̇si̇', 'tutanak')",26.54537665526579
97,"('bi̇lgi̇', 'teknoloji̇', 'komi̇syonu')",26.528192775364058
98,"('kodu', '03', 'teşebbüs')",26.508684921899654
99,"('kurumu', 'karadon', 'taşkömürü')",26.460193787330372
